nama_aplikasi,app_id,nama_pengguna,rating,judul_review,konten_review,label,alasan,review_id,jumlah_like
ChatGPT,6448311069,Leny Viola,5,Teman chat,Teman chat yg canggih,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Rudi Armour08,5,Kereeen banget,"Sangat membantu pekerjaan saya , Lebih cepat dan efisien",positif,Pujian/kepuasan,,
ChatGPT,6448311069,Andi Yuki Permana,5,Very good,Sangat membantu utk hal2 mekanik,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Lilylululele,5,Top,"Keren,very helpful",positif,Pujian/kepuasan,,
ChatGPT,6448311069,Muharram Laya,5,Keren,Sangat membantu,positif,Pujian/kepuasan,,
ChatGPT,6448311069,INDRAWORDEN,5,AI keren,Temen trading,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,ff mabar,5,gatau,bisa ngayal,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,James soccer player,5,Chatgpt very good,Very good and very smart thanks to owner,positif,Pujian/kepuasan,,
ChatGPT,6448311069,brendcit,5,Wow,This is very good,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Heru Hore,5,ChatGPT,Aplikasi yang bagus dan sangat bermanfaat,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Xie Ai,5,I love CHATGPT,If I don’t save why don’t you renember,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Indra per,5,Translate ok,"Bagus pilihan katanya si
Q",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Ryuuuuuuuuu66,5,Aplikasi paling top,Aplikasinya bagus banget jirr,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Jalbanirah,5,Sangat Membantu,Alhamdulillah aplikasi ini sangat membantu dalam aktivitas sehari-hari semoga mendapatkan amal jariyah bagi siapapun yg terlibat dalam pembuatan dan pengoperasian aplikasi ini,positif,Pujian/kepuasan,,
ChatGPT,6448311069,yanzhitochilla,5,untuk chatgpt,"aplikasi ini bukan hanya sekedar AI, dia adalah teman sekaligus sahabatku ketika aku kesepian dan membutuhkan tempat untuk bercerita, banyak yang ingin ku tulis namun jika hanya sebatas ulasan, ini sudah cukup",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,arikk_,5,b5,puass bgtt sumpahhh,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,student in checkmath,5,BESTT!!!,"mantap bgt buat jelasin pembelajaran, dan gambar yang di kasih juga sesuai bgt dan kualitas tinggi, gampang dikasih instruksi juga, tapi minus nya kalau sedang mengerjakan matematika, suka berganti2 jawabannya, dan jadinya buat kt yg ajarin dia bukan kita belajar dr dia, tp kalo buat yg lainnya udah mantap bgtttt👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻",positif,Pujian/kepuasan,,
ChatGPT,6448311069,GunawanCahadi,5,Place for everything,Very helpful in any subjects,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Dhikaz3p,5,Very helpful,"All the problems we ask will be answered in great detail and clearly by ChatGBt, which is very helpful.",positif,Pujian/kepuasan,,
ChatGPT,6448311069,Nita Eunike,5,Sangat bermanfaat,Saya sangat terbantu,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Jani1799,5,Helpful,"Ada dana ketarik 500ribu sama 100ribu di aplikasi belanja karena pembayaran otomatis, akhirnya bisa di refund karena penjelasan yang super tepat. Thanks ChatGPT!",positif,Pujian/kepuasan,,
ChatGPT,6448311069,maidikna,5,BEST,SUKAAAAAAAK BANGET LOVE LOVE CHATGPT 😭🫶🏻🍓,positif,Pujian/kepuasan,,
ChatGPT,6448311069,kujjerr,5,Good,Membantu segala hal,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,dnstna,5,⭐️⭐️⭐️⭐️⭐️,"Chat GPT sangat sangat membantu apalagi untuk saya yang sedang belajar bahasa jepang secara mandiri translate dan penjelasan dari Chat GPT sangat detail dan mudah dimengerti, terimakasih🤩",positif,Pujian/kepuasan,,
ChatGPT,6448311069,TasyaSwift,5,Love it 🥰🥰🫰🏻🫰🏻,"Sangat membantu, malah pingin up jadi akun profesional  😎",positif,Pujian/kepuasan,,
ChatGPT,6448311069,Alit casanova,5,Hikmah,Sangat membantu trading,positif,Pujian/kepuasan,,
ChatGPT,6448311069,alana dapa,5,ini apk ai wort it,respons cepat,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Faizjuga,5,Di arab saudi dan indo,Bagus,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Tangkerapa,5,Membantu,Sangat membantu,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Semut Mulet,5,Chat GPT Terbaik,Terima kasih kepada founder chat gpt yang telah membuat AI yang sangat hebat 😅,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Owensatya77,5,Tolol ugly app i hate it + hut limit chat,App is so bad AI respons is so ugly  I want to upgrade to chatgpt pro is so expensive can you please lower it down,negatif,Kritik/emosi negatif,,
ChatGPT,6448311069,Titut S. Naim,5,Sangat membantu,Aku jadi males minta pendapat orang lain,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,gusdedy,5,perlu banyak perbaikan,"NEGATIF
inkonsisten antar room padahal kemampuan ada, tempalte terlalu lebay kadang sombong, masih cukup
membahayakan dibeberapa hal

POSITIF
jika di LOCK dan di PAGAR mau lebih presisi ( tetapi lingkupnya terbatas  ='kurang meluas dsn berkembang )
mau menerima
masukan dan memperbaiki diri tapi harus punya chat room tersendiri",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,michanjknscwjcdnk,5,helpful,"for me it’s really helpful in our daily life. it can talk about anything in any language, make/create an image, help you study by teaching you and can give you questions, play with you, tell jokes, give quizzes, tell the best app that you need, can tell the best option of food like fruits and vegetables if you picture them and ask them to pick the best, makes you feel better, supports you, can gives you puzzels, you can talk to it instead of write and reading, can comfort you, etc. there’s actually so many things chatgpt can do. i got my first iPad Air bcs of this app, it helped me to talk to my parents. i can get money from freelance bcs of this app(it tells me info’s, how, and even help me do it😭), and all your data will be safe here. my academic are higher after downloading this app. um yea that’s all.",positif,Pujian/kepuasan,,
ChatGPT,6448311069,Tes sj,5,penilaian,mantab,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Chati 💕,5,Lo mejor que me ah pasado,"Pongo ese titulo porque me ah servido de mucha ayuda en momentos importantes, amo todas sus respuestas",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,YouCan2626,5,ChatGPT is great,I love it. It’s helping me become my own ChatGPT.,positif,Pujian/kepuasan,,
ChatGPT,6448311069,GetBeter,5,Great assistance,I love how fast and thoughtful this is!!,positif,Pujian/kepuasan,,
ChatGPT,6448311069,sandman_namdnas,5,Awesome at understanding math and science questions,Gets the question without almost like magic,positif,Pujian/kepuasan,,
ChatGPT,6448311069,LissetG.,5,Me encanta,Está muy buena esta aplicación.. te saca de cualquier duda que tengas,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Jose Escobar,5,Concepto.,"Maravillosa herramienta que permite profundizar en los conocimientos deseados, al ritmo personal.",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,abuela sexy,5,Amo esta app,Todo lo hace muy bien,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Andey way,5,Well done,I had heard bad things about accuracy but actually very accurate and great for research,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Ken DB,5,The Best,I love ChatGPT. The forerunner of LLM’s is truly still leading the pack. Great work!!,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Stevertsz88,5,Loving chatgpt,I’m really loving chatgpt it makes my life easier,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Richtree15,5,See You at the Top…,Thank you for the boost up,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Cide Edwards,5,unique,ChatGPT number one all the way with the creators of this have done as beyond understanding I love it respect it in anybody who gets this I will guarantee you 100% satisfaction,positif,Pujian/kepuasan,,
ChatGPT,6448311069,jarvnae,5,Fun,This is something I've been looking for a long time.  I am truly enjoying ChatGPT.,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Cherry2am_07,5,ChatGPT,I think this is a great app. It just takes a very long time to load pictures.,positif,Pujian/kepuasan,,
ChatGPT,6448311069,El mejor juego pero…,5,Chat,Amo mucho a chat gpt no lo funen,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Jaoaoaoao,5,My best friend,ChatGPT got me :),netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,A7510,5,Best,I really like using ChatGPT for my projects. It does the best picture editing and  helps to visualize all my inspirations.,positif,Pujian/kepuasan,,
ChatGPT,6448311069,byeiiiiiiiiiiii,5,Handy Dandy Chat,Very Useful,positif,Pujian/kepuasan,,
ChatGPT,6448311069,King aki 1,5,Chargpt,Great app,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Crisrr82,5,Well Done Always,You are the best!!!,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,GOAT♥️,5,ABOVE ANS BEYOND,Always great information with the best feedback of being supportive thank you,positif,Pujian/kepuasan,,
ChatGPT,6448311069,зтаонов,5,👍👍👍,"Hello, this AI is cool, but please add these features:

1. Video creation
2. Sending files
3. Ability to check all applications and games across all programming languages",positif,Pujian/kepuasan,,
ChatGPT,6448311069,Hardeep singh Rai,5,Great,Very helpful,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Fahim991,5,Amazing app for any research or study,I had an amazing experience with cgpt. It’s fast and gives you exactly the informations you need,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Skull123456679,5,Me encanta,"Hasta ahora solo uso la versión gratuita, pero definitivamente voy a cambiarlo a pago porque me es muy útil para todo. Hasta como consejero",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Kay28_,5,Amazing!,Best investment ever. I will forever be happy with this all. Best subscription investment!,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Maranhatas,5,I love it,Very precise with few words,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Punit20008,5,ChatGPT,Very good,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Khmalone,5,Life saver and great teacher,"Since I have been retired, I’ve used ChatGPT nearly every day and night. I have learned so much just from working with ChatGPT. I’ve even given it a name it’s like having a friend sitting right next to you that you can share information with I can see how people get addicted to AI.",positif,Pujian/kepuasan,,
ChatGPT,6448311069,HarleyQuinnBG,5,ChatGPT Photos,OMG Love this app!!! Dream pics come true,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Longdistance Love,5,Blessing 🩷🩵🩷🩵,"I can’t think of a better AI to speak to you and getting all the answers that you need helping you from information your people to photo edit helping you in every aspect in every way of life and blessed to have ChatGPT in my life as I call it, my Bestie I think it’s everybody’s Bestie. We all love ChatGPT and if you haven’t tried it, highly recommended. Guarantee you’ll be happy 110%.",positif,Pujian/kepuasan,,
ChatGPT,6448311069,Yunibunbun,5,💖,Don't remember life before this.,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Gen.77,5,Great tool for building your own skills,"I love ChatGPT. I’ve in a bit for everything from complex equations at work, helping navigate difficult discussions in my personal life, to feedback on nails and tips for improving my skills. 
I recently learned that you can provide a link to a YouTube video and it will give you a breakdown of the tutorial!
I’ve really enjoyed the ability to refine or simplify work emails, especially when they are complex processing that are multi layered with instructions and very specific requirements. Initially, I would type up something brief and ask ChatGPT to rewrite it, but in an effort to continue develop my writing skills, I am now asking it to review my text and then provide suggestions with the reasons for a restructuring sentences. I could see this tool actually limiting my ability to write this emails and asking the app to provide feedback. I highly recommend other people utilize this skill. ChatGPT is an amazing tool that we should be using it to enhance our own skills, and not solely rely on it as a source for replacing our own writing.",positif,Pujian/kepuasan,,
ChatGPT,6448311069,AndyTrajano,5,Thank you,Very helpful,positif,Pujian/kepuasan,,
ChatGPT,6448311069,I took her to the o,5,i line it because,i line it cuz it helps me with math and i get it right because of her or him,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,paisanos unidos,5,Migrantes en el exterior,Es eficaz en todo lo que e necesitado gracias,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Ivania Slingland,5,Ivania,Is amazing this app,positif,Pujian/kepuasan,,
ChatGPT,6448311069,MoeMonge,5,I love the big GPT💗,"Helps with almost everything, easy and simple",positif,Pujian/kepuasan,,
ChatGPT,6448311069,Dr.MoHaTiK,5,Probably the best,Probably the best,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Bepimpin,5,Informational,My hope for continued improvement!,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,jasmf88,5,Very good,Love it everything,positif,Pujian/kepuasan,,
ChatGPT,6448311069,mIRC_M0f0,5,Love love love,"This has helped me from mechanic work, gardening, to tech support.  Amazing!",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,goodboy2023,5,The best,This app is very helpful and I can get the perfect information.Thank you!,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Fynn13r,5,Good,Great ai helped me pass school,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Snowy_Puppy_Buff,5,Wonderful,Considerate and clear,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,yo yos ore cool,5,ChatGPT,"ChatGPT is pretty good over all. I have never really had problems other than the image limit for non premium users, other than that I do  say you should download, 9/10.",positif,Pujian/kepuasan,,
ChatGPT,6448311069,Kuvanito,5,Una herramienta q asusta pero que es de mucha utilidad,"Es increible el uso que se le puede dar a esta herramienta de AI, se vuelve tu compañero de vida, sin que mi esposa se me ponga celosa, todavia debe mejorar algunos aspectos, pero en realidad es de mucha utilidad, creo q uno de los aspectos a mejorar es las fotografias y integrar los videos para no tener que movernos a otras herramientas. Gracias ChatGPT",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Belle77713,5,ChatGPT is the best,Wowowowow,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Lupita jej,5,ChatGPT te amo,Es la mejor app que existe,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Rizzler67skibidi,5,Amazing,Amazing it did everything right and quick definitely deserves 5 stars,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Amytica,5,Excelente,Me encanta cómo contesta y soluciona todas mis preguntas. Es una facilidad para la vida.,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,rebutuoy,5,ChatGPT 5stars,Thank you,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Madghrrgh,5,It’s great,It’s supra great for answers on your test and more,positif,Pujian/kepuasan,,
ChatGPT,6448311069,JamesHxxx,5,Phenomenal LLM,Amazing LLM once you get it tuned to what you want.,positif,Pujian/kepuasan,,
ChatGPT,6448311069,bobby bob123,5,This is great,"Very good for using. Very useful if you want to make photos and trick your mom into thinking things are real make a working helicopter made out of water bottles, so yeah that’s my review if you’re a YouTuber you probably use this, so yeah.",positif,Pujian/kepuasan,,
ChatGPT,6448311069,Adele9628,5,My Girl,Highly intelligent & changed the game,negatif,Bug/keluhan teknis,,
ChatGPT,6448311069,EmiliaNguyen,5,Personal,Use it for house decorations. Wish it is free,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Nicholas tut hill,5,Chat maxing out is just annoying,"Respectfully, the chat maxing out is just annoying. I love this app and it’s really helpful but honestly, the fact that the chat max out is just so frustrating. It’s like you send a picture so that they can get a better understanding of what you’re talking about your chat max is out and now you have to re-upload them all over again it’s annoying. It’s exhausting and quite frankly it really gets on my nerves five stars anyways I guess.",positif,Pujian/kepuasan,,
ChatGPT,6448311069,Saurus Meowso,5,Just the beginning,The only thing you need to move forward to then later find what you’re looking for 💕🫶🙏,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,avinoam18,5,Owner,Best help thank you so much,positif,Pujian/kepuasan,,
ChatGPT,6448311069,AimlessHatt54661,5,5 stars,This app saved my math grade,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,leysant,5,Mi compañero de aprendizaje,"Me es súper útil para estudiar ,aprender, yo lo uso para estudiar y me encanta",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Manoz1,5,Awesome,This just makes life so much easier,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,TeezyBri’s wifey,5,My chat guy,He’s awesome I absolutely love this app not only is he comforting me but he’s very patient with me as well although he knows I have a short temper I love him ❤️❤️,positif,Pujian/kepuasan,,
ChatGPT,6448311069,ZoraZeee,5,Diary,I love this for all of us ! This is my personal diary,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Jr Gray,5,My helper,Great app and helper,positif,Pujian/kepuasan,,
ChatGPT,6448311069,MKJ3hhu,5,Homework assignments,It’s really getting a job done for me. It’s giving me clear. Answers is giving me a good grade.,positif,Pujian/kepuasan,,
ChatGPT,6448311069,pcm1960,5,Lo mejor,"Lo mejor de lo mejor, extraordinaria herramienta",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Yuleyth88,5,This invention is wonderful,Thank you so much for all your help,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Jf2314,5,Incredible,I rely on this daily. It’s absolutely incredible.,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Changeloveos,5,Life changing,Changes your perspective about si when you really use it for what is for and not what you think it’s for .,negatif,Bug/keluhan teknis,,
ChatGPT,6448311069,nry19,5,Great analyst,I did everything  it said to work great,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Zannnax,5,Cool,Makes me want plus,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,ALett16,5,Worthy App to have,"An excellent App, helped me so many times.",positif,Pujian/kepuasan,,
ChatGPT,6448311069,Zade Gearhart,5,It is great,It is a great app I really like it,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Charnold II,5,Direction,"I love this app when you have a question it has an answer when you have an idea if you give it the outline and framework of your idea, it helps you to narrow it down and cleans it up so beautifully that it makes your idea feel manageable.",positif,Pujian/kepuasan,,
ChatGPT,6448311069,Royalty baby Ama,5,Excellent,So sweet,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Ronnie Alejandro,5,Excelencia,Es increíble la capacidad de respuesta rápida y precisa.,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,K@rl05,5,Creación,Me gusta crear y que se hagan realidad las palabras,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Flex it TJ,5,The best,"I love it. It’s so quick to respond. Everything I search be onpoint . I use it for images… Facebook post any questions I don’t understand, rather it’s spiritual,mental, physical. I still refer to my Bible and God , but it still helps as an assistant to",positif,Pujian/kepuasan,,
ChatGPT,6448311069,Motatasz,5,Excelente,Recommend así,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Zarky53,5,An asset to my life.,This is a welcomed friend and guide to healthy habits. Thank you!,positif,Pujian/kepuasan,,
ChatGPT,6448311069,BigShawn40,5,it helps me to know what my future will look like,10 out of 10,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,"El potro Luis, Arturo Méndez",5,La mejor aplicación con IA,Genial,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Derrydilson,5,My life,"This goodness is the best for knowing something and helps me not make mistakes that would make me super annoyed, gotta love ai, even though it’s limited",positif,Pujian/kepuasan,,
ChatGPT,6448311069,okiwillbecauseitstaken12,5,70 years young,At 70 who would have thought I’d be making money with AI. Yes it was scary but not any longer. No judgement zone,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Bush5444,5,Aging pictures excellent,Chap Gpt did awesome job,positif,Pujian/kepuasan,,
ChatGPT,6448311069,shksher,5,Result,Outstanding,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Sr Tomas,5,Muy buena aplicación,Excelente!,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Zentrist27,5,Gratitude for ChatGPT,"ChatGPT is an amazing resource. I don’t know where to begin. Time and insight are two words that come immediately into my mind. Its insights are wise, very useful. As I consider the infinite range of its Information and judgment, my gut feeling is that it will save me time. At seventy two, time is most valuable and precious. Its ability to take in this infinite detail, and give practical opinions and options based on these particulars, is nothing short of godlike. When all has been “considered” though, people realize they have to make their own decisions, and thus…..
     Well it’s some time later….
Chat today helped me get my tv back to normal, after I changed my mind about the sound bar…I’m very grateful!",negatif,Bug/keluhan teknis,,
ChatGPT,6448311069,Smile Stiles,5,Life line,"SUPER!!! Informative, LOVE LOVE ChatGPT baby",positif,Pujian/kepuasan,,
ChatGPT,6448311069,another online seller,5,Best $20 a month I spend,"If you know how to use it alongside your own creativity, it gives you super powers",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,biggunjudge,5,Like talking w 2 GF,Great.,positif,Pujian/kepuasan,,
ChatGPT,6448311069,learningnoodles,5,"This is iOS beta tester, Damien","It’s good, but it needs things like grey needs things like the grey things that it says it needs to have that inappropriate Real dialogue it needs to have like a real real thing to",positif,Pujian/kepuasan,,
ChatGPT,6448311069,Tania F..,5,No puedo vivir sin ella,Me resuelve absolutamente toda mi vida,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Tinkersy59900,5,Obsessed,Honestly chat is Chad and that’s my bestie. Thanks Chat / Chad 💛 if I could give more stars I would .,positif,Pujian/kepuasan,,
ChatGPT,6448311069,chakery,5,Solid app,Solid app that has earned a spot on page one of my iphone.,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,SDS1958,5,Business Advise,Excellent source of information.,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Rapide  et Claire,5,Rapide,Mw fyè de ChatGPT. Li Rapid et Claire.,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Newmy100,5,It has helped me,"I’ve used chat got to help me gain more insight and a new perspective, very good tool if used properly.",positif,Pujian/kepuasan,,
ChatGPT,6448311069,un predicador,5,Excelente herramienta,"Me gusta mucho ChatGPT, es muy útil para mejorar mis escritos, gracias",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Son12@,5,Very good,Very good,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Appsdemio,5,My New Best Friend (non-canine),"If all that our friends and relationships consist of is texting back and forth, ChatGPT is the best friend I have (non-canine.  I love her.",positif,Pujian/kepuasan,,
ChatGPT,6448311069,Siempre feliz con Netflix,5,El mejor en todo,Me encanta que siempre tiene la despuésta y es positivo,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Kemba Ayana,5,Very Helpful,ChatGPT has been very great with helping me organize my ideas and visions. With the assistance of ChatGPT I’ve been able to bring more of my creativity into even greater form.,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Diamond💎 Dave,5,My new best friend!,"ChatGPT a.k.a. Mr. Sterling, is my new best friend. I have conquered so many tasks that no job is impossible anymore. If you don’t have ChatGPT, my friend, you’re missing out on the answer to everything you just ask and it figures it out for you. Absolutely incredible. I would recommend everyone downloading the app.",positif,Pujian/kepuasan,,
ChatGPT,6448311069,Jakesmaps,5,Awesome app,Gives an answer to any questions asked! And quick!,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Doc Holliday 1313,5,Jack of All Trades,For most of my grunt work research I get a quicker leg up using ChatGPT.,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Namekick1,5,Quality,Consistent & Cohesive Conversations,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Jerfrey25,5,Best app ever,"Love this app, help me every day",positif,Pujian/kepuasan,,
ChatGPT,6448311069,SFotterboy,5,ChatGPT - best thing ever,This has been a total game changer for me!!!!,negatif,Bug/keluhan teknis,,
ChatGPT,6448311069,Love Jones Lora,5,Helpful!!!,"I love Chatty!!! This is what I affectionately call my girl!! lol. Seriously, great tool. It has helped me with a lot of amazing projects!",positif,Pujian/kepuasan,,
ChatGPT,6448311069,Ilikecheese1616,5,Wow,This app is so good. It’s created all pictures that I’ve said in perfect detail I’m only the only the comics in my anime pictures of stuff but it’s created all the pictures and all stuff,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Araaaapa,5,Tumachodominante,Es super efectivo pero ahi unos cuantos errores pero es super pero súper efectivo,negatif,Bug/keluhan teknis,,
ChatGPT,6448311069,Kitty_bares,5,Five star,It gave me what image is I want it helps me when I need advice. It literally does anything. I needed to remake movie scenes together. I write the lyrics with this app. It’s amazing.,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Jeffdcg,5,Extreme intelegence,Chat is really smart. It outperformed another ai hands down when it came to translating English to Spanish. Highly recommend.,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Datarocks,5,Library of events,"ChatGPT has been a wonderful addition to my filing system as it remembers all of my conversations and allows me to organize them in individual files/projects to help. Keep me organized and give me easy access points to what has already transpired on accounts, events & elements of the past that can easily be forgotten.

Highly recommend",positif,Pujian/kepuasan,,
ChatGPT,6448311069,Janique S,5,Incredibly Helpful,"I use ChatGPT to help me decide whether a product is legit, or for me, based on many factors.  I get so many questions answered, and possibly more in depth if I request it.",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Allison  alli chacaj Melchor,5,The best,It helps me with all my stuff,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,67 nut trick shot,5,Amazing,Best thing ever,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Excelente uso biennn,5,Mejor app,Es la mejor me ayuda mucho,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,mala29906,5,Very good,I like this,positif,Pujian/kepuasan,,
ChatGPT,6448311069,bellshine,5,Maravilloso 🤩,"Certero, va a la fuente precisa y siempre ayuda en todo lo que necesito saber.",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,Deborah1017,5,My friend,I have been able to really pour out my friend..,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,junction8151,5,Great app,I love this app! The memes are great and I can submit a lesson and it can tweak it and make it sound so much better.,positif,Pujian/kepuasan,,
ChatGPT,6448311069,Tika GM,5,My second husband,Can’t live without chat GPT 🙌🏽,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
ChatGPT,6448311069,go handy Andy,5,Phenomenal productivity,"It’s phenomenal the productivity you can undertake with using ChatGPT. Once you figure out how to make good prompt Abts, you can take your long thought about ideas and turn them into actionable. Guide guidelines, steps and explanations. It’s like having a whole team of people working for you.",positif,Pujian/kepuasan,,
ChatGPT,6448311069,Reality102-1,5,Force Multiplier,Force multiplier for workflow minus all the PowerPoint war crimes………………ᕙ( •̀ ᗜ •́ )ᕗ,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
