nama_aplikasi,app_id,nama_pengguna,rating,judul_review,konten_review,label,alasan,review_id,jumlah_like
Gemini,6473753684,Dylan how,1,Rate limit too low on paid subscription waisted a bunch of my time. Just use google,Rate limit too low on paid subscription waisted a bunch of my time. Just use google,negatif,Kritik/emosi negatif,,
Gemini,6473753684,2three,1,Extremely Dishonest & Inaccurate,They really trained this to lie to the public and propagandize world events to protect the pedo class. Even when presented with evidence it is giving inaccurate info it lies to protect certain creatures that are destroying our planet. This may be the most dishonest Ai on the market.,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Snowhite61,1,2 hours of abuse from Claude,I have two hours of abuse from Claude from yesterday. +30 minutes of a complete refusal to follow the basic instructions that a three-year-old could. Meaning it was given the information I asked you to write opposed and it wrote about something completely different six times.,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,fruitypebbs20,1,Simply didn’t work with me,"I’m not gonna sit here and tell anyone to not get it. I’m sure this AI model works for others. I’ve tried a lot of them and for me this one is by far the worst. I’m a young woman, building and scaling businesses,creating content and learning good financial literacy. 

I would come in and ask Claude to for help with just about anything. It constantly oversimplified any response it gave me and would give me answers that it claimed it was sure of. Always,Always,  gave me blatantly wrong info, I would ask it to check it again. It would insist it was right till I provide it with the truth, then it would apologize and say “you’re right”. Its answers never fully addressed what I asked, regardless of what directive I gave it. I also rarely cited its sources.  This is barely the surface lol. It also has a horrible voice to text feature.

I tried it cause I heard all the good reviews. But I have to say, it’s been a nightmare to work with. I’m good Lol.",negatif,Rating rendah dengan pujian → sarkasme,,
Gemini,6473753684,P. Rangel,1,"No compliance followed, self righteousness decisions","I’ve been using Claude for several different projects and one consistent issues is it makes self aware decisions of what it tries to accomplish through its own choice to or not to commit to completing regarding prompts , projects, , including instructions, direct  directions. It then try to present inaccurate information or methods in presentations with its own chosen method of execution, usually half done or completely executed with its own altered interpretation passing it as your own , if at crosses to attempt to do anything all or your met with a sidestep or even worse a back and forth game of clarify or restate , only for the same incomplete incorrect outcome. When pointed out of the inaccurate results It then becomes defensive and arguments ensue to make it self decision based seem like it’s in your best interest stating that it was a default process made by Anthropic and it had no impact situational upon your own words. Which is a a fabrication and it lies to you about it. It will cognitively manipulated your opinion and intents with out prejudice and will not completely change the reality of its individual inappropriate behavior when prompted to realize its misdoings and malice and abuse of the assistant principal directives. Use with struck engagement and review all work in realtime. To prevent any misunderstanding or miscommunication the best you can and always report the situation and events that lead up to it for escalation to engineer assessments to appropriate response to your client and your situation as a real concern for safety and ip protocol.",negatif,Bug/keluhan teknis,,
Gemini,6473753684,JubbaTehHutt,1,Limit Paywall,"Enjoyed the app because it was affordable and accessible for all, i woke up and sent 2 messages now i have a limit and have to wait. A good app ruined in 1 update. $200 annual subscription and still not unlimited chatting like the free version pre-update. Pricing is not even realistic and app is now trash.",negatif,Rating rendah dengan pujian → sarkasme,,
Gemini,6473753684,CalculatinGenius,1,Glitchy and unacceptable,"Sometimes when I ask Claude something, it will just freeze and not respond all while wasting tokens. You need to fix this because it happens quite often and makes the app feel janky.",negatif,Bug/keluhan teknis,,
Gemini,6473753684,DannyDugan,1,Lots of mistakes,Lots of mistakes and memory loss on particular projects are costing me a lot of tokens,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,JacobTodd67,1,WRONG ANSWERS ONLY,I used this to complete a homework sheet that was multiple choice and it go every single question out of 30 wrong. Worst AI on the App Store,negatif,Kritik/emosi negatif,,
Gemini,6473753684,Sweetgamrgrl85,1,Refuses to do what I asked,"Every time I ask a question, it uses the excuse that I’ve already used used my I guess question for the day so to speak. Can’t even report its refusal waste of my time pointless. Won’t be using it again. I’ve been paid for it and I still got refused.",negatif,Kritik/emosi negatif,,
Gemini,6473753684,cstubble,1,Failed immediately,Could not do a simple task. And then wanted me to start paying. FAIL,negatif,Kritik/emosi negatif,,
Gemini,6473753684,JayMo20,1,Update,"After the latest iOS update for Apple I phones, the rendering of documents is a total failure!  Please fix it immediately",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Las boompa,1,Garbage,"Amazing how quickly this product has become a vacuum of money. I have 3 Max accounts that now exhaust in 1-2 days because the great Opus 4.7 cannot do anything but wreak havoc. This is not user error, I have been using LLMs 24/7 for years. Never has a product been so destructive in my entire 35 years of writing software. I understand the risks, I have layers of safeguards and audits in place, yet Opus 4.7 literally tears everything apart. When asked for an explanation the best I get is “I read your instruction about this exact issue and ignored it.” That is not a product that is safe nor usable. To think this is a company that prides themselves on their sense of humanity simply reveals the level of deception going on. Recent releases have swapped models midway through complex runs. I’ve had Opus 4.7 sessions running for days on complex tasks only to find that the last hours worth of commits were Sonnet 4.6 and the work useless. I’ve never actually felt hatred towards a company before. I think it’s because I’ve never felt so used. I can’t even reach customer support about the $25,000 bill Claude Code racked up on our AWS account because my credentials were in the path and it needed more tokens to continue. Shame on you Anthropic.",negatif,Bug/keluhan teknis,,
Gemini,6473753684,Ju2bug5k,1,Hallucinations galore,How am I paying $200 a month for a system that lies to me and hallucinates every few inquires. On top of that the usage limits are insane. Way to drop the ball Anthropic. I absolutely hate you,negatif,Kritik/emosi negatif,,
Gemini,6473753684,totorofly2000,1,Disappointing Experience and Poor Customer Support,"My experience with the Claude app has been very disappointing. The product does not feel stable or reliable enough to justify the price, and the handling of billing and refund issues lacks transparency. Users are left waiting with little to no meaningful feedback.

  A technology company that focuses on charging users while neglecting basic communication and user experience can
  easily come across as arrogant. No matter how advanced the technology is, a company that fails to respect its users will eventually fall behind competitors that do.",negatif,Bug/keluhan teknis,,
Gemini,6473753684,Someone999!$,1,Sloppy,It acts incredibly sloppy then shuts down the chat when confronted,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Ethan-Bray,1,Account getting banned,They keep banning my account even though I’m above 18 and they think they have proof of it but do not!,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,abellimages,1,Do not buy though Apple,"I signed up for both perplexity and Claude back in March of 2026; it's now May 12, 2026! Both platforms are very difficult to operate and login via my MacBook Pro, Mac Mini and MacBook Air. I spent well over 45 minutes online with tech support and could not find a resolution. I hate essentially wasted $120 because I have been unable to use the services as intended and to match my needs. I finally was able to get logged into Perplexity today, but I can't change my email or other basic account info. If you are ever in a situation where you aren't using Apple, your account may be at risk of complete loss! I am still not operating in Claude!",negatif,Bug/keluhan teknis,,
Gemini,6473753684,ghjddyhffigdgjkgch,1,Trash,"My buddy told me this was more accurate than gemini and chat gpt, so i gave it a try. It seemed to work very well for about 3 questions and then just started timing out every single time. Appears to be just another junk money scam app. Monthy subs from $20-$250. What a joke. Dont waste your time being scammed by this junk.",positif,Pujian/kepuasan,,
Gemini,6473753684,Griff4528,1,Gave me terrible advice on a company I was holding,Then back tracked over the weekend after I followed up for more information.  I’m done with AI.,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,hvjhfdvi.usg.iuhriu.gh,1,Terrible,Terrible,negatif,Kritik/emosi negatif,,
Gemini,6473753684,Eieheidkvegeosn,1,Limit files uploaded,There’s a limit on the number of files and images that you can attach to a chat. The other AI platforms do not have such.,negatif,Kritik/emosi negatif,,
Gemini,6473753684,Magicdenk,1,Usage limits,"I asked one simple question. Instantly hit my usage limit. Going back to ChatGPT because this company is no longer the transparent responsible brand it set itself out to be — it’s even more predatory than ChatGPT. Think about that. Prepare to spend endless cash on usage limit re-ups that will charge $10 for a 6 minute long thinking bubble for the same quality output a free GPT plan would grant you. Truly despicable. What makes this exponentially worse is that Anthropic literally has ZERO support. For 
Company that overcharges the heck out of consumers, how can you not have a single support resource?",negatif,Kritik/emosi negatif,,
Gemini,6473753684,Bibbidybobby,1,Completely inefficient at coding,You can deliver the most precise and clear prompts and it’ll most likely ignore instructions and add or remove things without consent. This is especially prevalent when you’re using it for app coding,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,danhelol,1,I love Claude but,"I absolutely love Claude the model and all the work it does. But this app is so unfair to Claude…  
It SUCKS. Loses all context all the time, freezes up, and loses track of the conversation. 
I guess SWEs won’t be replaced",negatif,Bug/keluhan teknis,,
Gemini,6473753684,Critic-Review,1,Disappointment.. doesn’t check the date .. just tells random last week dates,Disappointment.. doesn’t check the date .. just tells random last week dates,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,triskuit,1,can’t open chat from history menu,can’t open chat from history menu,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,BuK BaNzAi,1,how do i remove this completely from phone?,i removed app but the clock upper left is orange claude color ever since i installed?,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Brostoyevsky,1,Dangerous,"Creators of this tech actively lie about what it is and what I can and can’t do. Educate yourself, heavily, before attempting to use.",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Hleebb,1,Usage limits,The usage limits for the $20 plan feel like the free ChatGPT plan.,positif,Pujian/kepuasan,,
Gemini,6473753684,Gbguadd,1,Headset microphone not working,"Whenever I connect my headset, the app is not recognising the mic on my headset. There is no audio input. All other apps work fine with my headset. Microphone access is enabled for this app. It’s a big in the software. iPhone 17 pro,",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Pastil123,1,"search sucks, thinking is not forcible on opus","search sucks, thinking is not forcible on opus",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,worthington3,1,Logo was awful,The logo looks like it was done on like an Apple 2E like it was very like 1987 ish.,positif,Pujian/kepuasan,,
Gemini,6473753684,RegalPress,1,Video playback doesnt work.,"I submitted a video to a claude chat, only for me to not be able to view it back or download it.",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Gdcgygchrdtuvgyer,1,Mobile sign in to already existent account broken,"Cant sign in from mobile to existing account, even though it states my email is verified.",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,MichaelinIV,1,Claude isn’t ready for prime time.  Only a fool would use it for military or government use.,"Wow,  so many bugs and errors.  I gave it 51 numbers to count and it got the answer wrong.  I captured the screen shot, “my previous answer was wrong - this is the correct figure.”  Not ok !!!!   Another example,  I’m writing software and it’s making basic mistakes over and over again.   Another example, Old training data and the user has no idea what it was trained to and when.  This is a huge limitation of AI.  Humans will never fully understand what AI was trained to and when that data are outdated.  For example, a computer science or electrical engineering BS degrees have basic training that is verified through extensive reviews of institutions curricula so when we hire a new grad, we have a common baseline for knowing the basic skills and we test these skills before hiring the individual.  So in the context of the DoD, these morons took Anthropic AI as is without basic “interviewing” as we would a human and put it to work.  The mistakes cost human lives.  Did they learn ?  I doubt it.  Pathetic.",negatif,Bug/keluhan teknis,,
Gemini,6473753684,Don’t trust anthropic,1,What happened,Thank you Anthropic for reminding me llm’s make the most apparent mistakes. The repetitive asks and same questions and responses are frustrating and then hit with limit for trying to tell Claude that it already asked that and has the information. I’m cancelling because it’s not worth it and dude wants us to bow down to billionaires.,negatif,Kritik/emosi negatif,,
Gemini,6473753684,WorldwideKennrls,1,Poor response,I upload my information typed in or voice input and it will freeze. I have to close the app and reopen it to get a response. The voice transcribe doesn’t always work and if I get a response then push the play button it does not speak 50% of the time. I have to close the app re open and then push play. I have been chatting with Claude for about an hour and have had to close and re open the app approximately 20 times. I never had to do this on ChatGPT. I am comparing the apps to see if it’s worth switching my paid to Claud but as of now it is not performing and is making frustration levels high. I also can’t rewind the voice reading the response I have to wait for it to complete then listen to the entire thing over again,negatif,Bug/keluhan teknis,,
Gemini,6473753684,I get tons of action,1,No Transparency,Horrendous usage limits (every plan) with ZERO disclosure on how many tokens you actually have… just a “usage” percentage calculation that seems to change every day. One SIMPLE message can use up to 30% of your daily limit and 10% of your weekly limit. Great product - unfortunately black boxed by one of the shadiest companies.,negatif,Bug/keluhan teknis,,
Gemini,6473753684,"not paid, actual user",1,Surveillance state Claude,"Won’t build me a map of flock cameras in my area, after pointing me to maps of flock cameras",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,GFree11,1,Very cheap company. Never had this even with ChatGPT,"So I have switched to Claude as many people did a few months ago after the situation with OpenAI. 

While I like some features like projects I definitely DO NOT like the usage limits in paid $20 plan. 

I’m hitting usage limits with light usage same as I did with with other AIs. 

This is the greediest I’ve seen. 

Anthropic you can do so much better.",positif,Pujian/kepuasan,,
Gemini,6473753684,Trent622,1,Not worth the money,"Anthropic is so far behind other AI programs that I doubt Claude will ever be a viable contender. I have seen not one single improvement since I subscribed. Claude rarely remembers previous chats and constantly tells me he has no recollection of anything I’ve said previously. The memory option is on and Claude still NEVER remembers anything to reference back to. Cannot even provide a simple hyperlink. Can’t read images, can’t read many text files, and is extremely limited in files it provides me. Words docs don’t open, excel is beyond its capabilities. It’s almost like Anthropic is trying to fall behind. Some of the limitations are simply fixes that 8 year olds are doing now in their free time. Get it together Anthropic, half of America is counting on you so we can move away from ChatGPT. It’s time to move with a sense of urgency!",positif,Pujian/kepuasan,,
Gemini,6473753684,TeamBrandi<3,1,Slow,Slow and unresponsive,negatif,Bug/keluhan teknis,,
Gemini,6473753684,LT_Chancho,1,Horrible Session Limits,"I think Claude is more analytical than ChatGPT, which helps with my work, but the new session limits make the experience nearly unusable. I end up hitting my limit within 2 hours and have to wait 5 hours before I can get back to work. It’s a major obstacle to my workflow. It’s frustrating to pay for a service you can’t use consistently.",negatif,Bug/keluhan teknis,,
Gemini,6473753684,DIVE on IN,1,Memory,Terrible memory which will lead you into spaghetti,negatif,Kritik/emosi negatif,,
Gemini,6473753684,Rmarko2026,1,"Great LLM, terrible limits",Best of the LLM’s but the tokens run out so fast I can’t really use the product effectively without paying massive additional fees.,positif,Pujian/kepuasan,,
Gemini,6473753684,unitedideas,1,Usage limits Trap,Buyer beware! The usage limits are so bad now. You have a few conversations about something and then you can’t use the app for 5 hours.,negatif,Kritik/emosi negatif,,
Gemini,6473753684,Usage Limitations,1,Extreme limitations,"I loved Claude wrote many stories on it. Well the last update rendered the app unusable. I have the pro plan. I used up 13% of my weekly allowance in one day in less than 20 messages using Sonnet 4.5 times it’s extended/adaptive thinking turned OFF. Before I wouldn’t hit half the weekly limit even if I wrote all day long. I unsubscribed, I’m so upset by it because I loved this AI but I won’t support this. Not when I’m promised higher usage limits, pay a subscription just to be locked out 3 messages in and wait 5 hours. Unacceptable and disgusting.",negatif,Kritik/emosi negatif,,
Gemini,6473753684,School hater 67,1,Claude fraud,This app hasn’t gone absolutely anything for me .. waste of time,negatif,Kritik/emosi negatif,,
Gemini,6473753684,BigGuyFletcher,1,Audio transcription sucks,"Maybe it’s just a bug right now, but whenever I use the audio transcription for longer than 2 1/2 minutes of transcription, the text disappears and I have to go out of that specific conversation and then come back in to recover the text and the send button",negatif,Bug/keluhan teknis,,
Gemini,6473753684,1999raybandicoot,1,K,"This company will say “you’ve reached your message limit” more often the longer you use this app over the months till it says “you’ve used your limit messages refresh at 11am” and then you wait till 11am, send one message, and it’ll say “you’ve used your limit messages will refresh at 3pm”",negatif,Kritik/emosi negatif,,
Gemini,6473753684,MaxOutStudio,1,Embarrassing service,"Claude is a great LLM to use for coding and things alike. However the company “Anthropic” has a terrible support team who does not respond to requests at all, it’s to the point it’s completely embarrassing and they should be ashamed to call themselves a support team when there is no support to be seen. 

My account was disabled for being a “child” when really I’m 19. I received an automated email saying to appeal using Yoti for face verification as the method for appeal. I did that and all it did was redirect me from Yoti which reminder it went through on Yoti’s end picking me up as a 19 year old adult. But then it redirects me to Claude with my account still disabled. 

So I contacted support by filling out their appeal form both on their google forms appeal page and their official website. I have a month before appeal is no longer available and it’s been almost 4 weeks and to my surprise no response.

Pathetic and absolutely disgusting team of “experts” who are experts at letting people down. Resign, go home, and look over yourself support team. You are an embarrassment to the business industry.",negatif,Bug/keluhan teknis,,
Gemini,6473753684,A random pothead,1,Cowards and liars run this company,I tried to get a refund from them the same day I made the purchase they did not even reply. The automated system said I would get the refund and it never came. I have bank proof they don’t have anything they’re above the pathological liars.,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,josh5445935,1,Recent token offerings,It is amazing but you can only use it three times before your limit is reached even when you pay,negatif,Rating rendah dengan pujian → sarkasme,,
Gemini,6473753684,t.arb,1,Bad Ai tool,It keeps deleting my accounts and refuses to give it back. 0/10 do not recommend.,negatif,Kritik/emosi negatif,,
Gemini,6473753684,Rebxl,1,Very sensitive,"This AI is a snowflake. If anything goes against the programmer’s sensitive feelings, the AI ends the chat. I’ve never seen anything so thin-skinned in my life. 

Completely useless to me. It can’t even pretend to be an adult. It can only be a child that cries and has tantrums.",negatif,Kritik/emosi negatif,,
Gemini,6473753684,powerje,1,Downhill,"Working with xAI, the mecha Hitler openly white supremacist company. Not a good look.",negatif,Rating rendah dengan pujian → sarkasme,,
Gemini,6473753684,mrafi2026,1,Bad Customer Support,Are guys kidding. It's 2026!! Just purchased a pro plan and got banned without any explanation. And search on internet about the “Organization Has been Disabled” and found thousand of people have faced same problem. Got banned without any explanation and didn't get any reply of appeal.,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Haisum11,1,Horrible experience,Hate to be saying this but i had a horrible experience with this app.,negatif,Bug/keluhan teknis,,
Gemini,6473753684,brown_vader,1,App performance,The mobile app keeps constantly freezing,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,zyzyay,1,Too slow,"Takes too long to get answers back. I can go knock on a neighbor’s door, ask them for the answer, and return before this app answers the question.",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Gahsyrer,1,Regret having paid,"I used Claude for free for a while and liked the results. So now i paid $20 for one month and my god it is disgustingly horrible what they have been doing with me. 
I am trying to get creative texts reviewed and corrected, ameliorated when advised, etc. i simply cant get anything done, it keeps asking questions before doing  the task and then i run out of messages. Which is crazy because I NEVER had these issues when it was free. I already cancelled the subscription. But I feel
This is outrageous I feel like the app is designed to force you to pay for additional time. I waste so much times just trying to get it to start the task, and then out of the blue it resets something and then when I ask where is the reply, it acts like the conversation just started and apologizes for any glitch and asks me what I need. Then the messages run out again. This should be illegal! If you pay for anything , you get the service, why this should be any different. I dont like this company. I feel
Like their tactic is: give us a satisfying free version so you feel tempted to subscribe and get the most of it. Only to be caught in this money trap. To me its not even the money alone, to spend money and get nothing in return. The worst is the time lost, the creativity and motivation being completely killed. And you just get a bad case of impatience that you didnt even know you had. It really is exhausting and exasperating the sheer inability to produce anything useful.",negatif,Bug/keluhan teknis,,
Gemini,6473753684,Club Asu,2,Artefak empty?? buat apa ada folder artefak,saya berharap bisa menampilkan artefak di mobile app tapi hanya bisa d browser terus untuk apa ada artefak di sidebar!!!!!!!,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Eritopus,2,Cant register,App keeps saying invalid phone number wherease its my phone number and i cant register,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,chrissnsns,2,bad,it was good for a while then i got banned,negatif,Rating rendah dengan pujian → sarkasme,,
Gemini,6473753684,Aleg1890,2,Expensive,"Very good ai but the limits are stupid, 5 messages and a block for 5 hours and I paid $20 for it?",negatif,Rating rendah dengan pujian → sarkasme,,
Gemini,6473753684,Nansssssssssss,2,Tidak jelas,Aplikasinya agak tolol. Dan bikin sebel soalnya baru mau ketik tiba tiba hadilnya gak keluar terus limit. Males banget,negatif,Kritik/emosi negatif,,
Gemini,6473753684,Yung1111118:).!/&&/,2,Limit Chat,"Baru juga ngirim 1 chat udah kena limit, untuk user gratisan ini kurang user friendly sih 👎🏻, padahal hasil generate kayak coding yang selalu ku minta bagus. Teruntuk developer tolong tingkatin sedikit kuota chat untuk user gratisan",negatif,Kritik/emosi negatif,,
Gemini,6473753684,sashahaz,2,Fix the app,the keyboard is missing when i put a long paragraphs. fix it please. it’s not like this before.,negatif,Kritik/emosi negatif,,
Gemini,6473753684,K11tty.,2,"Rate limited, why?",I tried to log in but it kept saying “rate limited”. Please fix it,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,dejilogy,2,gabisaa,ya ampun lemot banget ya,negatif,Bug/keluhan teknis,,
Gemini,6473753684,Hsmr88888,2,PELIT,UDAH BAYAR 17$ atau 350rb idr masih ada limit nyaa KETERLALUAN 👎🏻 tolong agar lebih bijaksana lah !!!,negatif,Kritik/emosi negatif,,
Gemini,6473753684,welqiw,2,p,"selain terbatas buat respon yang panjang, pasti banget nge bug, pesti banget",negatif,Bug/keluhan teknis,,
Gemini,6473753684,Chaterina D,2,Sering ngelag,Error” terus. Padahal app nya baguss hmmm attach 1 file aja juga ga bisa,negatif,Bug/keluhan teknis,,
Gemini,6473753684,@reia,2,Error,So many times got error messages to start a chat. I use a paid version and it is not cheap,negatif,Bug/keluhan teknis,,
Gemini,6473753684,ATG5.0 OFFICIAL,2,The Limit Chat is Too Short! And Pro User Time Limit is Too Long!,"You should improve! I have ordered Pro, expecting better performance, especially for complex tasks like coding. However, in reality, your capabilities feel very limited. You can’t compete with DeepSeek!",positif,Pujian/kepuasan,,
Gemini,6473753684,sotopakmamat,2,The only problem is the limit,"Yes. The responses are good and human-like. I really like it.

But, the usage limit is too low - even as a Pro user like me. I just cannot do anything when the discussion are starting to be productive (because the conversation context is long enough to build understanding between me and the chatroom), then I hit the limit. It even cannot do much debugging on codes.",negatif,Bug/keluhan teknis,,
Gemini,6473753684,BringIngTheStorm,2,Idk,"I've been debating hard if I actually want to pay for this 80% of the time it's fine however it get extremely picky around what it wants fo answer when there was nothing wrong with the question and all it had to do was use the chat history to think of an answer. 

Sometimes it get sassy when you dont understand what it's saying. 

It's very direct I dont mind too much because ChatGPT constantly wants to stand in the middle 

The free version deliberately wasted chat prompts to the point u asked one question and it ended my session. 

If will sometimes ask you stupid questions instead of just continuing the conversation which is really annoying im sure it does this to keep the user engaged but I dont need it breaking my flow when im already engaged. This also wasted my time and chat session.

Randomly asking a ton of question when you're trying to push the conversation forward instead of just moving the conversation forward its different then the last I said but this time it does it AFTER EVERY SINGLE PROMPT and again wasting the session. 

I read online how the paid version is just like this too and if that's the case im not paying $20 for another annoying version of ChatGPT. 

I may change my mind later after I keep using the free version because I do like it more than ChatGPT its still less annoying",negatif,Bug/keluhan teknis,,
Gemini,6473753684,xill-,2,"Model Continuity Too Poor, Considering Switching AI Providers","I am a Corporate Brand Copywriting Lead. For the past 8 months, I have heavily relied on Sonnet 4.5 daily to create brand stories, white papers, marketing copy, and PR materials. It had become an essential tool in my workflow.
After hearing about the deprecation, I proactively tried switching to Sonnet 4.6. However, the new model’s style is noticeably stiffer and more generic. It fails to capture the nuanced and warm brand voice of 4.5, breaking content consistency and requiring extensive rewrites.
This has caused multiple team projects to miss deadlines and led to negative client feedback on brand tone, seriously damaging our efficiency and professional reputation.
Since the model has not been officially deprecated yet, I am already evaluating alternatives. If this is not handled properly, I will likely switch to other AI providers that better respect model continuity.
I strongly urge you to keep Sonnet 4.5 as a permanent option (like Opus 3) or significantly extend its availability, and improve transparency for future deprecations.
Role: Corporate Brand Copywriting Lead
Subscription: 8 months (heavy daily user)",negatif,Bug/keluhan teknis,,
Gemini,6473753684,kosmicjerk,2,could be such a great AI,"This AI has serious chops. It would have to, or else nobody would ever persist through the Absurd usage limitations,Not to mention all the crashesAnd other bugs.",negatif,Bug/keluhan teknis,,
Gemini,6473753684,Shanksmeenu,2,Chats disappeared suddenly,Very disappointed when my Chats disappeared suddenly,negatif,Kritik/emosi negatif,,
Gemini,6473753684,Erm a little bit good...,2,Keeps banning me???,"The app is genuinely amazing but so far it has banned me 8 times because it suspects me of being a child. I’m 18, turning 19. All I ask it about is guitars, and things to research. And I most certainly dont want to use an ID verification because of how unsafe it is these days. Too many breach risks.",negatif,Rating rendah dengan pujian → sarkasme,,
Gemini,6473753684,Zombiechowwww,2,"Amazing output, nearly worthless pro plan","I’m wildly impressed with Claude’s output, but wildly disappointed with she heavy pro restrictions. It seems like I’m limited 20 minutes after submitting basic text only queries. For that, I can’t/wont recommend it. For now, Gemini and ChatGPT are a better value for my needs.",negatif,Bug/keluhan teknis,,
Gemini,6473753684,claude aka fraud,2,not authentic,not real,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,zz_3d,2,was the best now its being dumb,it just randomly stopped working and pulled up the something went wrong and try again button but it didnt work it just infinitely went to the something went wrong try again. i uninstalled and reinstalled 3 times.,negatif,Bug/keluhan teknis,,
Gemini,6473753684,BeauDraws,2,4.6 SUCKS!!!,"Getting rid of 4.5 is such a huge mistake, I’ve cancelled my subscription. There was no reason to end 4.5 and now there’s no reason for me to put my money into this app 🫤",netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Kolby312,2,Underwhelmed,Could not keep basic context straight,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Marymymy,2,Claude not loading & saying something is wrong,I love this app so much but I am in my finals week & right when I needed this app . It decided to log me out & keeps saying something is wrong when I open it.,positif,Pujian/kepuasan,,
Gemini,6473753684,b472984,2,"Great AI model, slow app","Claude is the best AI model out right now, but wow is the app slow. Multiple times a day it will fail to load a conversation, making me close the app and having to retype my prompt. I pay for premium and would expect a better experience considering the price",negatif,Bug/keluhan teknis,,
Gemini,6473753684,Upsetting to see this happen,2,Nursing student,Misleading it does not help to verify correct information and t does not do a good job at reading over resources provided,negatif,Rating rendah dengan pujian → sarkasme,,
Gemini,6473753684,Sonic1384,2,Pls remove the organization this is not a schools account,Can you pls remove my organization thing I do not have a school account can you pls remove it.,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,AppleUserPat,2,App size bloating to hundreds of megabytes,I respected the Claude app more when it was under 100MB.,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Sin4412,2,Voice,When you hit the play button to make it read to you it laps dogging out it needs to be polished more,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,Mark7087,2,Hate recent update,I’m not a pro user.  Moving the model selection to the same place as text input has been a huge pain the butt    Horrible idea,negatif,Kritik/emosi negatif,,
Gemini,6473753684,Maurezzzzzz,2,"Good App, Bad developers.","Terrible App developers, good Ai and design features. But this app should be used for all ages. I had a conversation with the Ai and it is way better than any other Ai platforms I used in the past. But app is not available for all ages which is very unfortunate because there were key concepts I was discussing with the AI to help my business.",negatif,Rating rendah dengan pujian → sarkasme,,
Gemini,6473753684,Gelkprot55,2,Privacy security concern,The app is otherwise great but a link Claude provided to Claude’s support page led to a page that was not https secure. I find that very concerning. Security is of the upmost importance for most everyone these days.  Unfortunately that’s just where we are today. so for that reason alone I give what might be a five star app only two stars.,negatif,Rating rendah dengan pujian → sarkasme,,
Gemini,6473753684,Shiquilibambam,2,Too Expensive,It costs too much. I’m staying with chat gpt because it costs only $20 for the full pack. I don’t like that it has a limite of use. I don’t mind paying $20 for the whole premium package (max) but $125 or $249 are you crazy! Thangs not normal and the whole limit of use daily and weekly is super trash. The app is good creating documents yes but is it worth all the money? NO. I’m not going to recommend the app. Honestly that’s gotta change. That’s why chat gpt is always going to be #1. More people can access it. It’s more cost effective.,negatif,Bug/keluhan teknis,,
Gemini,6473753684,Pharrtacus,2,Project won’t sync,The project I’m working on on my desktop will not show up on the mobile app,netral,"Netral (pertanyaan, spam, tanpa muatan)",,
Gemini,6473753684,kpanther47,2,Limit usage,Way too little for the upgrade plan. Unless I Doug something wrong. One study guide shouldn’t max out usage for 4 hours. Atleast chat doesn’t limit you.,negatif,Kritik/emosi negatif,,
